"nfeatures","n_pcs","resolution","silhouette","modularity"
700,5,0.3,0.364088403252483,0.545721583067654
700,5,0.32,0.336771407388468,0.581620555553662
700,5,0.34,0.331964313794036,0.620600439109272
700,5,0.36,0.331964313794036,0.620600439109272
700,5,0.38,0.331964313794036,0.620600439109272
700,5,0.4,0.331964313794036,0.620600439109272
700,5,0.42,0.331964313794036,0.620600439109272
700,5,0.44,0.331964313794036,0.620600439109272
700,5,0.46,0.331964313794036,0.620600439109272
700,5,0.48,0.331964313794036,0.620600439109272
700,5,0.5,0.331964313794036,0.620600439109272
700,5,0.52,0.331964313794036,0.620600439109272
700,5,0.54,0.331903129345761,0.622099110050288
700,5,0.56,0.33343411654331,0.625723682416541
700,5,0.58,0.33343411654331,0.625723682416541
700,5,0.6,0.33343411654331,0.625723682416541
700,5,0.62,0.33343411654331,0.625723682416541
700,5,0.64,0.33343411654331,0.625723682416541
700,5,0.66,0.33343411654331,0.625723682416541
700,5,0.68,0.33343411654331,0.625723682416541
700,5,0.7,0.33343411654331,0.625723682416541
700,5,0.72,0.33343411654331,0.625723682416541
700,5,0.74,0.33343411654331,0.625723682416541
700,5,0.76,0.33343411654331,0.625723682416541
700,5,0.78,0.33343411654331,0.625723682416541
700,5,0.8,0.33343411654331,0.625723682416541
700,5,0.82,0.33343411654331,0.625723682416541
700,5,0.84,0.33343411654331,0.625723682416541
700,5,0.86,0.33343411654331,0.625723682416541
700,5,0.88,0.33343411654331,0.625723682416541
700,5,0.9,0.33343411654331,0.625723682416541
700,5,0.92,0.33343411654331,0.625723682416541
700,5,0.94,0.33343411654331,0.625723682416541
700,5,0.96,0.305657196660044,0.604046106189512
700,5,0.98,0.305657196660044,0.604046106189512
700,5,1,0.305657196660044,0.604046106189512
750,5,0.2,0.395438744138571,0.55650398238484
750,5,0.22,0.395438744138571,0.55650398238484
750,5,0.24,0.395438744138571,0.55650398238484
750,5,0.26,0.395438744138571,0.55650398238484
750,5,0.28,0.395438744138571,0.55650398238484
750,5,0.3,0.395438744138571,0.55650398238484
750,5,0.32,0.395438744138571,0.55650398238484
750,5,0.34,0.395438744138571,0.55650398238484
750,5,0.36,0.395438744138571,0.55650398238484
750,5,0.38,0.395438744138571,0.55650398238484
750,5,0.4,0.311913696709806,0.613330901008093
750,5,0.42,0.310913912768137,0.614629704418479
750,5,0.44,0.312148811062787,0.614781544139496
750,5,0.46,0.312148811062787,0.614781544139496
750,5,0.48,0.312148811062787,0.614781544139496
750,5,0.5,0.310913912768137,0.614629704418479
750,5,0.52,0.312148811062787,0.614781544139496
750,5,0.54,0.312148811062787,0.614781544139496
750,5,0.56,0.312148811062787,0.614781544139496
750,5,0.58,0.312148811062787,0.614781544139496
750,5,0.6,0.312148811062787,0.614781544139496
750,5,0.62,0.312148811062787,0.614781544139496
750,5,0.64,0.312148811062787,0.614781544139496
750,5,0.66,0.312148811062787,0.614781544139496
750,5,0.68,0.312148811062787,0.614781544139496
750,5,0.7,0.312148811062787,0.614781544139496
750,5,0.72,0.312148811062787,0.614781544139496
750,5,0.74,0.312148811062787,0.614781544139496
750,5,0.76,0.312148811062787,0.614781544139496
750,5,0.78,0.312148811062787,0.614781544139496
750,5,0.8,0.312148811062787,0.614781544139496
750,5,0.82,0.312148811062787,0.614781544139496
750,5,0.84,0.312148811062787,0.614781544139496
750,5,0.86,0.312148811062787,0.614781544139496
750,5,0.88,0.312148811062787,0.614781544139496
750,5,0.9,0.312148811062787,0.614781544139496
750,5,0.92,0.312148811062787,0.614781544139496
750,5,0.94,0.292330366153266,0.596795856202703
750,5,0.96,0.292330366153266,0.596795856202703
750,5,0.98,0.292330366153266,0.596795856202703
750,5,1,0.292330366153266,0.596795856202703
800,5,0.2,0.392916246641694,0.558433401525067
800,5,0.22,0.379652271461194,0.558667666696928
800,5,0.24,0.379652271461194,0.558667666696928
800,5,0.26,0.379652271461194,0.558667666696928
800,5,0.28,0.379652271461194,0.558667666696928
800,5,0.3,0.379652271461194,0.558667666696928
800,5,0.32,0.379652271461194,0.558667666696928
800,5,0.34,0.379652271461194,0.558667666696928
800,5,0.36,0.379652271461194,0.558667666696928
800,5,0.38,0.379652271461194,0.558667666696928
800,5,0.4,0.379652271461194,0.558667666696928
800,5,0.42,0.392159949975148,0.558502159512046
800,5,0.44,0.392159949975148,0.558502159512046
800,5,0.46,0.338297653783627,0.580929614723233
800,5,0.48,0.324207104899616,0.61181440690778
800,5,0.5,0.324207104899616,0.61181440690778
800,5,0.52,0.324207104899616,0.61181440690778
800,5,0.54,0.324207104899616,0.61181440690778
800,5,0.56,0.320392737820053,0.611086554087775
800,5,0.58,0.324207104899616,0.61181440690778
800,5,0.6,0.324207104899616,0.61181440690778
800,5,0.62,0.324207104899616,0.61181440690778
800,5,0.64,0.324207104899616,0.61181440690778
800,5,0.66,0.324207104899616,0.61181440690778
800,5,0.68,0.324207104899616,0.61181440690778
800,5,0.7,0.324207104899616,0.61181440690778
800,5,0.72,0.324207104899616,0.61181440690778
800,5,0.74,0.324207104899616,0.61181440690778
800,5,0.76,0.324207104899616,0.61181440690778
800,5,0.78,0.324207104899616,0.61181440690778
800,5,0.8,0.324207104899616,0.61181440690778
800,5,0.82,0.323667397054088,0.613550326762239
800,5,0.84,0.295283660420651,0.594184963621128
800,5,0.86,0.295283660420651,0.594184963621128
800,5,0.88,0.295283660420651,0.594184963621128
800,5,0.9,0.295283660420651,0.594184963621128
800,5,0.92,0.295283660420651,0.594184963621128
800,5,0.94,0.295283660420651,0.594184963621128
800,5,0.96,0.295283660420651,0.594184963621128
800,5,0.98,0.295283660420651,0.594184963621128
800,5,1,0.295283660420651,0.594184963621128
850,5,0.2,0.385172699029714,0.554689149687072
850,5,0.22,0.385172699029714,0.554689149687072
850,5,0.24,0.385172699029714,0.554689149687072
850,5,0.26,0.380412472335679,0.554071001219334
850,5,0.28,0.380412472335679,0.554071001219334
850,5,0.3,0.390942833125998,0.561218223618526
850,5,0.32,0.390942833125998,0.561218223618526
850,5,0.34,0.38639170066086,0.560555447447442
850,5,0.36,0.38639170066086,0.560555447447442
850,5,0.38,0.38639170066086,0.560555447447442
850,5,0.4,0.38639170066086,0.560555447447442
850,5,0.42,0.38639170066086,0.560555447447442
850,5,0.44,0.329608859130506,0.575751836549779
850,5,0.46,0.329608859130506,0.575751836549779
850,5,0.48,0.329608859130506,0.575751836549779
850,5,0.5,0.317721902581348,0.613976987370228
850,5,0.52,0.317721902581348,0.613976987370228
850,5,0.54,0.319041867584427,0.613090693461299
850,5,0.56,0.319041867584427,0.613090693461299
850,5,0.58,0.319041867584427,0.613090693461299
850,5,0.6,0.319041867584427,0.613090693461299
850,5,0.62,0.319041867584427,0.613090693461299
850,5,0.64,0.319041867584427,0.613090693461299
850,5,0.66,0.277449038020871,0.605488471943103
850,5,0.68,0.298120938788277,0.60388817089692
850,5,0.7,0.298120938788277,0.60388817089692
850,5,0.72,0.294964686932351,0.604322144312148
850,5,0.74,0.294964686932351,0.604322144312148
850,5,0.76,0.294964686932351,0.604322144312148
850,5,0.78,0.294964686932351,0.604322144312148
850,5,0.8,0.294964686932351,0.604322144312148
850,5,0.82,0.294964686932351,0.604322144312148
850,5,0.84,0.294964686932351,0.604322144312148
850,5,0.86,0.294147332359711,0.604703622690838
850,5,0.88,0.294964686932351,0.604322144312148
850,5,0.9,0.294964686932351,0.604322144312148
850,5,0.92,0.290789701482106,0.603762576476859
850,5,0.94,0.297604132273764,0.60422677321263
850,5,0.96,0.297604132273764,0.60422677321263
850,5,0.98,0.297604132273764,0.60422677321263
850,5,1,0.293540183732575,0.601215637210167
900,5,0.2,0.371905903574514,0.555374831735573
900,5,0.22,0.371905903574514,0.555374831735573
900,5,0.24,0.371905903574514,0.555374831735573
900,5,0.26,0.371905903574514,0.555374831735573
900,5,0.28,0.371905903574514,0.555374831735573
900,5,0.3,0.371905903574514,0.555374831735573
900,5,0.32,0.371905903574514,0.555374831735573
900,5,0.34,0.371905903574514,0.555374831735573
900,5,0.36,0.371905903574514,0.555374831735573
900,5,0.38,0.371905903574514,0.555374831735573
900,5,0.4,0.334653474555718,0.582107499664569
900,5,0.42,0.336338957741406,0.583934563149952
900,5,0.44,0.336338957741406,0.583934563149952
900,5,0.46,0.336338957741406,0.583934563149952
900,5,0.48,0.336338957741406,0.583934563149952
900,5,0.5,0.336338957741406,0.583934563149952
900,5,0.52,0.316456683055871,0.603654429956479
900,5,0.54,0.316456683055871,0.603654429956479
900,5,0.56,0.316456683055871,0.603654429956479
900,5,0.58,0.3130087755078,0.600437741589355
900,5,0.6,0.311380257606044,0.602405669573612
900,5,0.62,0.311380257606044,0.602405669573612
900,5,0.64,0.311380257606044,0.602405669573612
900,5,0.66,0.311380257606044,0.602405669573612
900,5,0.68,0.311281332535016,0.599433749525959
900,5,0.7,0.293282980178314,0.59138610309034
900,5,0.72,0.293282980178314,0.59138610309034
900,5,0.74,0.297613902244172,0.592608793580558
900,5,0.76,0.296802644550783,0.594173881782323
900,5,0.78,0.293282980178314,0.59138610309034
900,5,0.8,0.293282980178314,0.59138610309034
900,5,0.82,0.292369411048133,0.592785324507717
900,5,0.84,0.292369411048133,0.592785324507717
900,5,0.86,0.292369411048133,0.592785324507717
900,5,0.88,0.292369411048133,0.592785324507717
900,5,0.9,0.292369411048133,0.592785324507717
900,5,0.92,0.292949614200726,0.593077550648237
900,5,0.94,0.292949614200726,0.593077550648237
900,5,0.96,0.292949614200726,0.593077550648237
900,5,0.98,0.292949614200726,0.593077550648237
900,5,1,0.292949614200726,0.593077550648237
950,5,0.2,0.366755573867142,0.547839910003011
950,5,0.22,0.366755573867142,0.547839910003011
950,5,0.24,0.366755573867142,0.547839910003011
950,5,0.26,0.366755573867142,0.547839910003011
950,5,0.28,0.366755573867142,0.547839910003011
950,5,0.3,0.366755573867142,0.547839910003011
950,5,0.32,0.366755573867142,0.547839910003011
950,5,0.34,0.366737563381265,0.549443995771042
950,5,0.36,0.366737563381265,0.549443995771042
950,5,0.38,0.366737563381265,0.549443995771042
950,5,0.4,0.30651211319408,0.567207171049827
950,5,0.42,0.280844093210734,0.598398525265255
950,5,0.44,0.280844093210734,0.598398525265255
950,5,0.46,0.280844093210734,0.598398525265255
950,5,0.48,0.280844093210734,0.598398525265255
950,5,0.5,0.280844093210734,0.598398525265255
950,5,0.52,0.280844093210734,0.598398525265255
950,5,0.54,0.280844093210734,0.598398525265255
950,5,0.56,0.280844093210734,0.598398525265255
950,5,0.58,0.280844093210734,0.598398525265255
950,5,0.6,0.280844093210734,0.598398525265255
950,5,0.62,0.280844093210734,0.598398525265255
950,5,0.64,0.280844093210734,0.598398525265255
950,5,0.66,0.280844093210734,0.598398525265255
950,5,0.68,0.280844093210734,0.598398525265255
950,5,0.7,0.280844093210734,0.598398525265255
950,5,0.72,0.280844093210734,0.598398525265255
950,5,0.74,0.280844093210734,0.598398525265255
950,5,0.76,0.280844093210734,0.598398525265255
950,5,0.78,0.280844093210734,0.598398525265255
950,5,0.8,0.280844093210734,0.598398525265255
950,5,0.82,0.280844093210734,0.598398525265255
950,5,0.84,0.280844093210734,0.598398525265255
950,5,0.86,0.280844093210734,0.598398525265255
950,5,0.88,0.280844093210734,0.598398525265255
950,5,0.9,0.280844093210734,0.598398525265255
950,5,0.92,0.297938371672794,0.588255691618598
950,5,0.94,0.297938371672794,0.588255691618598
950,5,0.96,0.297938371672794,0.588255691618598
950,5,0.98,0.297938371672794,0.588255691618598
950,5,1,0.297938371672794,0.588255691618598
1000,5,0.2,0.376224661039277,0.556982972054967
1000,5,0.22,0.376224661039277,0.556982972054967
1000,5,0.24,0.376224661039277,0.556982972054967
1000,5,0.26,0.376224661039277,0.556982972054967
1000,5,0.28,0.376224661039277,0.556982972054967
1000,5,0.3,0.376224661039277,0.556982972054967
1000,5,0.32,0.376224661039277,0.556982972054967
1000,5,0.34,0.376224661039277,0.556982972054967
1000,5,0.36,0.376224661039277,0.556982972054967
1000,5,0.38,0.376224661039277,0.556982972054967
1000,5,0.4,0.376224661039277,0.556982972054967
1000,5,0.42,0.384742654646349,0.557692377548422
1000,5,0.44,0.296541817898725,0.608384742683736
1000,5,0.46,0.296541817898725,0.608384742683736
1000,5,0.48,0.296541817898725,0.608384742683736
1000,5,0.5,0.296541817898725,0.608384742683736
1000,5,0.52,0.296541817898725,0.608384742683736
1000,5,0.54,0.296541817898725,0.608384742683736
1000,5,0.56,0.296541817898725,0.608384742683736
1000,5,0.58,0.296541817898725,0.608384742683736
1000,5,0.6,0.296541817898725,0.608384742683736
1000,5,0.62,0.290994754773491,0.602384592860413
1000,5,0.64,0.290994754773491,0.602384592860413
1000,5,0.66,0.290994754773491,0.602384592860413
1000,5,0.68,0.290994754773491,0.602384592860413
1000,5,0.7,0.290994754773491,0.602384592860413
1000,5,0.72,0.290994754773491,0.602384592860413
1000,5,0.74,0.290994754773491,0.602384592860413
1000,5,0.76,0.290994754773491,0.602384592860413
1000,5,0.78,0.290994754773491,0.602384592860413
1000,5,0.8,0.290994754773491,0.602384592860413
1000,5,0.82,0.290994754773491,0.602384592860413
1000,5,0.84,0.290994754773491,0.602384592860413
1000,5,0.86,0.290994754773491,0.602384592860413
1000,5,0.88,0.290994754773491,0.602384592860413
1000,5,0.9,0.294985363166667,0.604122692551236
1000,5,0.92,0.294985363166667,0.604122692551236
1000,5,0.94,0.294985363166667,0.604122692551236
1000,5,0.96,0.294985363166667,0.604122692551236
1000,5,0.98,0.294985363166667,0.604122692551236
1000,5,1,0.294985363166667,0.604122692551236
1050,5,0.2,0.369203540139391,0.559806188471981
1050,5,0.22,0.369203540139391,0.559806188471981
1050,5,0.24,0.369203540139391,0.559806188471981
1050,5,0.26,0.369203540139391,0.559806188471981
1050,5,0.28,0.369203540139391,0.559806188471981
1050,5,0.3,0.369203540139391,0.559806188471981
1050,5,0.32,0.369203540139391,0.559806188471981
1050,5,0.34,0.369203540139391,0.559806188471981
1050,5,0.36,0.369203540139391,0.559806188471981
1050,5,0.38,0.369203540139391,0.559806188471981
1050,5,0.4,0.369203540139391,0.559806188471981
1050,5,0.42,0.254109124204755,0.596469877896957
1050,5,0.44,0.254109124204755,0.596469877896957
1050,5,0.46,0.297415272229156,0.604366307985188
1050,5,0.48,0.263739710796037,0.604519818774566
1050,5,0.5,0.263739710796037,0.604519818774566
1050,5,0.52,0.263739710796037,0.604519818774566
1050,5,0.54,0.263739710796037,0.604519818774566
1050,5,0.56,0.263739710796037,0.604519818774566
1050,5,0.58,0.263739710796037,0.604519818774566
1050,5,0.6,0.263739710796037,0.604519818774566
1050,5,0.62,0.263739710796037,0.604519818774566
1050,5,0.64,0.263739710796037,0.604519818774566
1050,5,0.66,0.263739710796037,0.604519818774566
1050,5,0.68,0.263739710796037,0.604519818774566
1050,5,0.7,0.263739710796037,0.604519818774566
1050,5,0.72,0.263739710796037,0.604519818774566
1050,5,0.74,0.263739710796037,0.604519818774566
1050,5,0.76,0.263739710796037,0.604519818774566
1050,5,0.78,0.263739710796037,0.604519818774566
1050,5,0.8,0.263739710796037,0.604519818774566
1050,5,0.82,0.289162812647133,0.594427533376554
1050,5,0.84,0.289162812647133,0.594427533376554
1050,5,0.86,0.289162812647133,0.594427533376554
1050,5,0.88,0.252153729680669,0.588238540091017
1050,5,0.9,0.289162812647133,0.594427533376554
1050,5,0.92,0.252153729680669,0.588238540091017
1050,5,0.94,0.2536237471003,0.588220014291783
1050,5,0.96,0.2536237471003,0.588220014291783
1050,5,0.98,0.2536237471003,0.588220014291783
1050,5,1,0.2536237471003,0.588220014291783
1100,5,0.2,0.374130597036232,0.546621931393943
1100,5,0.22,0.374130597036232,0.546621931393943
1100,5,0.24,0.374130597036232,0.546621931393943
1100,5,0.26,0.374130597036232,0.546621931393943
1100,5,0.28,0.380196933884145,0.551735499271219
1100,5,0.3,0.380196933884145,0.551735499271219
1100,5,0.32,0.379582713520863,0.551435674865403
1100,5,0.34,0.379582713520863,0.551435674865403
1100,5,0.36,0.379582713520863,0.551435674865403
1100,5,0.38,0.379582713520863,0.551435674865403
1100,5,0.4,0.379582713520863,0.551435674865403
1100,5,0.42,0.268773891238254,0.588128406355491
1100,5,0.44,0.268773891238254,0.588128406355491
1100,5,0.46,0.269491212213621,0.58900670881085
1100,5,0.48,0.275599257589991,0.592059679525813
1100,5,0.5,0.275599257589991,0.592059679525813
1100,5,0.52,0.275599257589991,0.592059679525813
1100,5,0.54,0.272592646639066,0.592225617806174
1100,5,0.56,0.272592646639066,0.592225617806174
1100,5,0.58,0.272592646639066,0.592225617806174
1100,5,0.6,0.272592646639066,0.592225617806174
1100,5,0.62,0.272592646639066,0.592225617806174
1100,5,0.64,0.272592646639066,0.592225617806174
1100,5,0.66,0.302067457215624,0.604244287860794
1100,5,0.68,0.276518555097322,0.593043587141722
1100,5,0.7,0.276518555097322,0.593043587141722
1100,5,0.72,0.276518555097322,0.593043587141722
1100,5,0.74,0.277465877303352,0.593907290296379
1100,5,0.76,0.296304570412111,0.593759106802232
1100,5,0.78,0.296304570412111,0.593759106802232
1100,5,0.8,0.296304570412111,0.593759106802232
1100,5,0.82,0.296304570412111,0.593759106802232
1100,5,0.84,0.296304570412111,0.593759106802232
1100,5,0.86,0.296304570412111,0.593759106802232
1100,5,0.88,0.296304570412111,0.593759106802232
1100,5,0.9,0.296304570412111,0.593759106802232
1100,5,0.92,0.296304570412111,0.593759106802232
1100,5,0.94,0.296304570412111,0.593759106802232
1100,5,0.96,0.296304570412111,0.593759106802232
1100,5,0.98,0.296304570412111,0.593759106802232
1100,5,1,0.296304570412111,0.593759106802232
1150,5,0.2,0.356506074124206,0.536056243630133
1150,5,0.22,0.356506074124206,0.536056243630133
1150,5,0.24,0.356506074124206,0.536056243630133
1150,5,0.26,0.356506074124206,0.536056243630133
1150,5,0.28,0.356506074124206,0.536056243630133
1150,5,0.3,0.356506074124206,0.536056243630133
1150,5,0.32,0.356506074124206,0.536056243630133
1150,5,0.34,0.356506074124206,0.536056243630133
1150,5,0.36,0.356506074124206,0.536056243630133
1150,5,0.38,0.356506074124206,0.536056243630133
1150,5,0.4,0.356506074124206,0.536056243630133
1150,5,0.42,0.356506074124206,0.536056243630133
1150,5,0.44,0.298118589495237,0.601917031121237
1150,5,0.46,0.261127947187021,0.590797888715991
1150,5,0.48,0.261127947187021,0.590797888715991
1150,5,0.5,0.261127947187021,0.590797888715991
1150,5,0.52,0.290491186155192,0.595103151601266
1150,5,0.54,0.261127947187021,0.590797888715991
1150,5,0.56,0.295735492646214,0.601395089808291
1150,5,0.58,0.295735492646214,0.601395089808291
1150,5,0.6,0.298118589495237,0.601917031121237
1150,5,0.62,0.298118589495237,0.601917031121237
1150,5,0.64,0.298118589495237,0.601917031121237
1150,5,0.66,0.298118589495237,0.601917031121237
1150,5,0.68,0.298118589495237,0.601917031121237
1150,5,0.7,0.294743980903456,0.602265435025799
1150,5,0.72,0.294743980903456,0.602265435025799
1150,5,0.74,0.294743980903456,0.602265435025799
1150,5,0.76,0.294743980903456,0.602265435025799
1150,5,0.78,0.290493352416902,0.596095004707653
1150,5,0.8,0.295490345174164,0.601060049942486
1150,5,0.82,0.294743980903456,0.602265435025799
1150,5,0.84,0.294743980903456,0.602265435025799
1150,5,0.86,0.276141189771773,0.58986779551499
1150,5,0.88,0.274525032491891,0.587584892129771
1150,5,0.9,0.274525032491891,0.587584892129771
1150,5,0.92,0.274525032491891,0.587584892129771
1150,5,0.94,0.272199758180415,0.581969861995327
1150,5,0.96,0.274525032491891,0.587584892129771
1150,5,0.98,0.272199758180415,0.581969861995327
1150,5,1,0.270885714308452,0.570192217554455
