"nfeatures","n_pcs","resolution","silhouette","modularity"
500,5,0.2,0.19744077328142,0.54168899197535
500,5,0.22,0.19744077328142,0.54168899197535
500,5,0.24,0.255339619583708,0.586354755630544
500,5,0.26,0.255339619583708,0.586354755630544
500,5,0.28,0.255339619583708,0.586354755630544
500,5,0.3,0.255339619583708,0.586354755630544
500,5,0.32,0.255339619583708,0.586354755630544
500,5,0.34,0.255339619583708,0.586354755630544
500,5,0.36,0.255339619583708,0.586354755630544
500,5,0.38,0.255339619583708,0.586354755630544
500,5,0.4,0.255339619583708,0.586354755630544
500,5,0.42,0.255339619583708,0.586354755630544
500,5,0.44,0.255339619583708,0.586354755630544
500,5,0.46,0.254878603487096,0.587227242134928
500,5,0.48,0.254878603487096,0.587227242134928
500,5,0.5,0.254878603487096,0.587227242134928
500,5,0.52,0.254878603487096,0.587227242134928
500,5,0.54,0.254878603487096,0.587227242134928
500,5,0.56,0.254878603487096,0.587227242134928
500,5,0.58,0.254878603487096,0.587227242134928
500,5,0.6,0.254878603487096,0.587227242134928
500,5,0.62,0.254878603487096,0.587227242134928
500,5,0.64,0.254878603487096,0.587227242134928
500,5,0.66,0.254878603487096,0.587227242134928
500,5,0.68,0.254878603487096,0.587227242134928
500,5,0.7,0.254878603487096,0.587227242134928
500,5,0.72,0.254878603487096,0.587227242134928
500,5,0.74,0.254878603487096,0.587227242134928
500,5,0.76,0.254878603487096,0.587227242134928
500,5,0.78,0.254878603487096,0.587227242134928
500,5,0.8,0.253600678321399,0.58795721597817
500,5,0.82,0.253600678321399,0.58795721597817
500,5,0.84,0.253600678321399,0.58795721597817
500,5,0.86,0.253600678321399,0.58795721597817
500,5,0.88,0.253600678321399,0.58795721597817
500,5,0.9,0.253600678321399,0.58795721597817
500,5,0.92,0.253600678321399,0.58795721597817
500,5,0.94,0.253600678321399,0.58795721597817
500,5,0.96,0.253600678321399,0.58795721597817
500,5,0.98,0.253600678321399,0.58795721597817
500,5,1,0.253600678321399,0.58795721597817
550,5,0.2,0.206718082935523,0.547645068191395
550,5,0.22,0.269409766720439,0.614061189309452
550,5,0.24,0.269409766720439,0.614061189309452
550,5,0.26,0.269409766720439,0.614061189309452
550,5,0.28,0.269409766720439,0.614061189309452
550,5,0.3,0.269409766720439,0.614061189309452
550,5,0.32,0.269409766720439,0.614061189309452
550,5,0.34,0.269409766720439,0.614061189309452
550,5,0.36,0.269409766720439,0.614061189309452
550,5,0.38,0.269409766720439,0.614061189309452
550,5,0.4,0.269409766720439,0.614061189309452
550,5,0.42,0.268149308277906,0.615279728969515
550,5,0.44,0.268149308277906,0.615279728969515
550,5,0.46,0.268149308277906,0.615279728969515
550,5,0.48,0.268149308277906,0.615279728969515
550,5,0.5,0.268149308277906,0.615279728969515
550,5,0.52,0.269409766720439,0.614061189309452
550,5,0.54,0.269409766720439,0.614061189309452
550,5,0.56,0.268253831412903,0.616285958667565
550,5,0.58,0.268253831412903,0.616285958667565
550,5,0.6,0.268253831412903,0.616285958667565
550,5,0.62,0.268253831412903,0.616285958667565
550,5,0.64,0.268253831412903,0.616285958667565
550,5,0.66,0.268253831412903,0.616285958667565
550,5,0.68,0.268253831412903,0.616285958667565
550,5,0.7,0.268253831412903,0.616285958667565
550,5,0.72,0.268253831412903,0.616285958667565
550,5,0.74,0.267210498391711,0.615907269662232
550,5,0.76,0.267986443917066,0.616722803575062
550,5,0.78,0.266926827441937,0.616332682592452
550,5,0.8,0.266926827441937,0.616332682592452
550,5,0.82,0.266926827441937,0.616332682592452
550,5,0.84,0.266926827441937,0.616332682592452
550,5,0.86,0.266926827441937,0.616332682592452
550,5,0.88,0.266926827441937,0.616332682592452
550,5,0.9,0.266926827441937,0.616332682592452
550,5,0.92,0.266926827441937,0.616332682592452
550,5,0.94,0.266926827441937,0.616332682592452
550,5,0.96,0.266926827441937,0.616332682592452
550,5,0.98,0.266926827441937,0.616332682592452
550,5,1,0.266926827441937,0.616332682592452
600,5,0.2,0.267711125831864,0.616178005012088
600,5,0.22,0.267711125831864,0.616178005012088
600,5,0.24,0.267711125831864,0.616178005012088
600,5,0.26,0.267711125831864,0.616178005012088
600,5,0.28,0.267711125831864,0.616178005012088
600,5,0.3,0.267711125831864,0.616178005012088
600,5,0.32,0.267711125831864,0.616178005012088
600,5,0.34,0.267711125831864,0.616178005012088
600,5,0.36,0.267711125831864,0.616178005012088
600,5,0.38,0.267711125831864,0.616178005012088
600,5,0.4,0.267711125831864,0.616178005012088
600,5,0.42,0.267711125831864,0.616178005012088
600,5,0.44,0.267711125831864,0.616178005012088
600,5,0.46,0.267711125831864,0.616178005012088
600,5,0.48,0.267711125831864,0.616178005012088
600,5,0.5,0.267711125831864,0.616178005012088
600,5,0.52,0.267711125831864,0.616178005012088
600,5,0.54,0.267711125831864,0.616178005012088
600,5,0.56,0.267711125831864,0.616178005012088
600,5,0.58,0.267711125831864,0.616178005012088
600,5,0.6,0.267711125831864,0.616178005012088
600,5,0.62,0.267711125831864,0.616178005012088
600,5,0.64,0.267711125831864,0.616178005012088
600,5,0.66,0.267711125831864,0.616178005012088
600,5,0.68,0.267711125831864,0.616178005012088
600,5,0.7,0.267711125831864,0.616178005012088
600,5,0.72,0.267711125831864,0.616178005012088
600,5,0.74,0.267711125831864,0.616178005012088
600,5,0.76,0.266060622980945,0.61630875444527
600,5,0.78,0.266060622980945,0.61630875444527
600,5,0.8,0.266060622980945,0.61630875444527
600,5,0.82,0.266060622980945,0.61630875444527
600,5,0.84,0.266060622980945,0.61630875444527
600,5,0.86,0.266060622980945,0.61630875444527
600,5,0.88,0.266060622980945,0.61630875444527
600,5,0.9,0.266060622980945,0.61630875444527
600,5,0.92,0.266060622980945,0.61630875444527
600,5,0.94,0.266060622980945,0.61630875444527
600,5,0.96,0.266060622980945,0.61630875444527
600,5,0.98,0.266060622980945,0.61630875444527
600,5,1,0.266060622980945,0.61630875444527
650,5,0.2,0.20094387216952,0.566851988448062
650,5,0.22,0.263727820750795,0.618114601290512
650,5,0.24,0.263727820750795,0.618114601290512
650,5,0.26,0.263727820750795,0.618114601290512
650,5,0.28,0.263727820750795,0.618114601290512
650,5,0.3,0.263727820750795,0.618114601290512
650,5,0.32,0.263727820750795,0.618114601290512
650,5,0.34,0.263727820750795,0.618114601290512
650,5,0.36,0.263727820750795,0.618114601290512
650,5,0.38,0.263727820750795,0.618114601290512
650,5,0.4,0.263727820750795,0.618114601290512
650,5,0.42,0.263727820750795,0.618114601290512
650,5,0.44,0.263727820750795,0.618114601290512
650,5,0.46,0.263727820750795,0.618114601290512
650,5,0.48,0.263727820750795,0.618114601290512
650,5,0.5,0.263115325406908,0.619285951613379
650,5,0.52,0.263115325406908,0.619285951613379
650,5,0.54,0.263115325406908,0.619285951613379
650,5,0.56,0.263115325406908,0.619285951613379
650,5,0.58,0.263115325406908,0.619285951613379
650,5,0.6,0.263115325406908,0.619285951613379
650,5,0.62,0.263115325406908,0.619285951613379
650,5,0.64,0.263115325406908,0.619285951613379
650,5,0.66,0.263115325406908,0.619285951613379
650,5,0.68,0.263115325406908,0.619285951613379
650,5,0.7,0.263115325406908,0.619285951613379
650,5,0.72,0.263115325406908,0.619285951613379
650,5,0.74,0.263115325406908,0.619285951613379
650,5,0.76,0.263115325406908,0.619285951613379
650,5,0.78,0.263115325406908,0.619285951613379
650,5,0.8,0.263115325406908,0.619285951613379
650,5,0.82,0.263115325406908,0.619285951613379
650,5,0.84,0.263115325406908,0.619285951613379
650,5,0.86,0.263115325406908,0.619285951613379
650,5,0.88,0.263115325406908,0.619285951613379
650,5,0.9,0.263115325406908,0.619285951613379
650,5,0.92,0.263115325406908,0.619285951613379
650,5,0.94,0.263115325406908,0.619285951613379
650,5,0.96,0.262781696800378,0.618634029382119
650,5,0.98,0.262781696800378,0.618634029382119
650,5,1,0.262781696800378,0.618634029382119
700,5,0.2,0.202564245981842,0.568043063338525
700,5,0.22,0.263070184508166,0.619096717325333
700,5,0.24,0.263070184508166,0.619096717325333
700,5,0.26,0.263070184508166,0.619096717325333
700,5,0.28,0.263070184508166,0.619096717325333
700,5,0.3,0.263070184508166,0.619096717325333
700,5,0.32,0.262633975885603,0.619523329866966
700,5,0.34,0.262633975885603,0.619523329866966
700,5,0.36,0.262633975885603,0.619523329866966
700,5,0.38,0.262633975885603,0.619523329866966
700,5,0.4,0.262633975885603,0.619523329866966
700,5,0.42,0.262633975885603,0.619523329866966
700,5,0.44,0.262633975885603,0.619523329866966
700,5,0.46,0.262633975885603,0.619523329866966
700,5,0.48,0.262633975885603,0.619523329866966
700,5,0.5,0.262633975885603,0.619523329866966
700,5,0.52,0.262633975885603,0.619523329866966
700,5,0.54,0.262633975885603,0.619523329866966
700,5,0.56,0.262633975885603,0.619523329866966
700,5,0.58,0.262633975885603,0.619523329866966
700,5,0.6,0.262633975885603,0.619523329866966
700,5,0.62,0.262633975885603,0.619523329866966
700,5,0.64,0.262633975885603,0.619523329866966
700,5,0.66,0.262633975885603,0.619523329866966
700,5,0.68,0.262633975885603,0.619523329866966
700,5,0.7,0.262633975885603,0.619523329866966
700,5,0.72,0.262633975885603,0.619523329866966
700,5,0.74,0.262633975885603,0.619523329866966
700,5,0.76,0.262392951320361,0.619876511840714
700,5,0.78,0.262392951320361,0.619876511840714
700,5,0.8,0.262392951320361,0.619876511840714
700,5,0.82,0.262392951320361,0.619876511840714
700,5,0.84,0.262392951320361,0.619876511840714
700,5,0.86,0.262392951320361,0.619876511840714
700,5,0.88,0.261606387068333,0.619758225758975
700,5,0.9,0.261606387068333,0.619758225758975
700,5,0.92,0.261606387068333,0.619758225758975
700,5,0.94,0.261606387068333,0.619758225758975
700,5,0.96,0.261606387068333,0.619758225758975
700,5,0.98,0.261606387068333,0.619758225758975
700,5,1,0.261606387068333,0.619758225758975
750,5,0.2,0.199623081778659,0.566689428599615
750,5,0.22,0.261789382493539,0.619765072419251
750,5,0.24,0.261789382493539,0.619765072419251
750,5,0.26,0.261789382493539,0.619765072419251
750,5,0.28,0.261789382493539,0.619765072419251
750,5,0.3,0.261789382493539,0.619765072419251
750,5,0.32,0.261789382493539,0.619765072419251
750,5,0.34,0.261789382493539,0.619765072419251
750,5,0.36,0.261789382493539,0.619765072419251
750,5,0.38,0.261789382493539,0.619765072419251
750,5,0.4,0.261789382493539,0.619765072419251
750,5,0.42,0.261789382493539,0.619765072419251
750,5,0.44,0.261789382493539,0.619765072419251
750,5,0.46,0.261789382493539,0.619765072419251
750,5,0.48,0.261046434128522,0.620134275541786
750,5,0.5,0.261046434128522,0.620134275541786
750,5,0.52,0.261046434128522,0.620134275541786
750,5,0.54,0.261046434128522,0.620134275541786
750,5,0.56,0.261046434128522,0.620134275541786
750,5,0.58,0.261046434128522,0.620134275541786
